,case_name,cl_cited_by,cl_id,usCite,usCite_cited_by
661,Cooper v. Aaron,"set(['247992', '371408', '107448', '328202', '349947', '487107', '276624', '773865', '259574', '257988', '1456802', '250694', '720670', '107167', '289738', '553317', '287779', '478622', '324656', '726705', '248562', '108221', '779948', '256882', '110141', '108698', '308311', '430603', '278736', '884043', '1690384', '275416', '262826', '319980', '389499', '283547', '760467', '108329', '461402', '312625', '815040', '1512825', '110461', '111258', '279812', '291370', '1040335', '255294', '108115', '305667', '381246', '250695', '109068', '280447', '273014', '108380', '733284', '106825', '73748', '269447', '111940', '359535', '361237', '475530', '900164', '269763', '112349', '118056', '265464', '681685', '76269', '536263', '308573', '248891', '250886', '432065', '397095', '118363', '291909', '106109', '108153', '111157', '742666', '270514', '822816', '812328', '338496', '110248', '1203307', '811347', '261834', '329545', '1113464', '261743', '292940', '203246', '281037', '273229', '327430', '897625', '286623', '258335', '117828', '296586', '347686', '257671', '326011', '900175', '777625', '480601', '106208', '900324', '375967', '313353', '310883', '421799', '510990', '263387', '280427', '615291', '286135', '252583', '1441420', '304561', '112718', '260782', '329995', '130155', '106127', '792552', '679988', '105912', '256704', '1158148', '250802', '334152', '73745', '280764', '297971', '112643', '409481', '257922', '276176', '819129', '297875', '303787', '838950', '261512', '260636', '201381', '380156', '112768', '1459351', '306097', '277053', '305193', '2505964', '262144', '2468069', '321692', '370203', '109102', '299038', '290014', '791226', '253574', '107647', '106008', '789246', '441846', '305880', '145702', '248967', '154922', '1041974', '774498', '108369', '106879', '250707', '273964', '357906', '264665', '613270', '353287', '783540', '107827', '342285', '106308', '661469', '304299', '111503', '361178', '778140', '408057', '305744', '293373', '316491', '588798', '107748', '897619', '106143', '261547', '106626', '311043', '299125', '338449', '760864', '108057', '110938', '764702', '118395', '257126', '267071', '587221', '112782', '112176', '799409', '107705', '117968', '264667', '290326', '274758', '548363', '254909', '287047', '333136', '106609', '111690', '287042', '354270', '251680', '502261', '2112848', '710306', '267076', '320367', '512583', '1115069', '525680', '261952', '263519', '276344', '297999', '511573', '705074', '1550323', '246526', '312079', '110146', '800605', '258642', '1415450', '248174', '289178', '386864', '261498', '249538', '286041', '107080', '1440578', '794088', '276007', '284783', '616874', '310328', '111504', '108851', '262252', '518380', '264502', '253348', '496775'])",set(['105766']),358 U.S. 1,"set(['387 U.S. 105', '393 U.S. 400', '392 U.S. 409', '505 U.S. 144', '396 U.S. 1215', '397 U.S. 471', '390 U.S. 474', '510 U.S. 1309', '418 U.S. 717', '466 U.S. 380', '518 U.S. 515', '413 U.S. 455', '505 U.S. 717', '378 U.S. 226', '365 U.S. 715', '377 U.S. 218', '364 U.S. 339', '400 U.S. 112', '531 U.S. 98', '360 U.S. 264', '409 U.S. 1201', '461 U.S. 574', '364 U.S. 502', '403 U.S. 602', '402 U.S. 183', '451 U.S. 100', '417 U.S. 556', '539 U.S. 306', '473 U.S. 234', '443 U.S. 658', '488 U.S. 469', '515 U.S. 900', '403 U.S. 217', '362 U.S. 17', '483 U.S. 219', '368 U.S. 157', '529 U.S. 598', '443 U.S. 449', '373 U.S. 526', '503 U.S. 467', '473 U.S. 305', '398 U.S. 144', '468 U.S. 737', '373 U.S. 267', '476 U.S. 747', '391 U.S. 430', '493 U.S. 265', '446 U.S. 156', '501 U.S. 808', '383 U.S. 131', '381 U.S. 431', '364 U.S. 263'])"
662,Inman v. Baltimore & Ohio R. Co.,"set(['484955', '258630', '1214387', '570707', '1333298', '363961', '654262', '265087', '426374', '602360', '598147', '289737', '547129', '338721', '531228', '291658', '403630', '310137', '158784', '117866', '271081', '267796', '1890354', '702091', '499014', '664652', '553846', '571684', '337583', '453226', '106532', '1058896', '328820', '998518', '264888', '464263', '259272', '563342', '260486', '1890279', '319803', '807750', '271387', '1329237', '254060', '253611', '255863'])",set(['105971']),361 U.S. 138,"set(['512 U.S. 532', '372 U.S. 108'])"
663,"S&E Contractors, Inc. v. United States","set(['509086', '478066', '491451', '512061', '315022', '588245', '316078', '108613', '624089', '670645', '211247', '765352', '345561', '665870', '218273', '402514', '334836', '769344', '594665', '209942', '523216', '372629', '354235', '312133', '342519', '110330', '542054', '319198', '411942', '371764', '413419', '794460', '600710', '490657', '781965', '323064', '108668'])",set(['108522']),406 U.S. 1,"set(['409 U.S. 824', '448 U.S. 176', '408 U.S. 786'])"
664,Thomas v. Chicago Park Dist.,"set(['779470', '780974', '30758', '76371', '795700', '781664', '796676', '785403', '793998', '201281', '147216', '815750', '1190009', '134752', '76340', '811592', '214655', '797233', '77366', '1025487', '786682', '222206', '185831', '791383', '788975', '788610', '794224', '203694', '76448', '779854', '1055803', '778221', '151679', '1110311', '2664', '1033201', '162737', '793228', '204255', '121151', '810712', '857469', '776976', '614658', '801836', '784599', '621973', '619560', '29313', '807765', '801706', '796863', '898026', '76557', '782488', '152445', '791503', '1046557', '893399', '76936', '785515', '199869', '789660', '778416', '800716', '175010', '203074', '164773', '787235', '1741', '787978', '214575', '222090', '859233', '795206', '875382', '118501', '786861', '76252', '183875', '777530', '782539', '790471', '778768', '787590', '794639', '1205098'])",set(['118476']),534 U.S. 316,"set(['541 U.S. 774', '535 U.S. 425', '536 U.S. 150', '130 S. Ct. 876'])"
665,"Dupage County, Illinois v. Palmetto Properties, Inc.","set(['', '202336'])","set(['141479', '141478', '141468', '141469', '141480', '141473', '141472', '141471', '141470', '141477', '141476', '141475', '141474'])",543 U.S. 1089,set([])
666,"Willie Jasper Darden v. Louie L. Wainwright, Secretary, Florida Department of Corrections","set(['111717', '454944', '111525', '111526', '112542', '492110'])",set(['111525']),473 U.S. 928,"set(['473 U.S. 935', '498 U.S. 908', '473 U.S. 928', '477 U.S. 168'])"
667,United States v. Davis,"set(['758821', '1191557', '370427', '348783', '407634', '320343', '325321', '286925', '286926', '772091', '274434', '12983', '74450', '795995', '542296', '288944', '263012', '16314', '330726', '335173', '573171', '420799', '668224', '470060', '163943', '293526', '1383325', '430954', '74617', '285553', '278307', '1177528', '362557', '278143', '1177010', '383799', '424719', '494180', '261589', '317553', '106528', '279940', '272704', '74618', '330343', '290318', '362517', '295380', '464894', '454385', '281562', '299439', '74449', '265930', '263604', '344463', '269356', '324080', '547657', '690297', '277348', '289901', '110924', '259432', '278531', '381950', '348408'])",set(['106422']),370 U.S. 65,"set(['461 U.S. 300', '372 U.S. 39'])"
668,Lawson v. Suwannee Fruit & SS Co.,"set(['281577', '322958', '104702', '2470191', '197797', '376847', '344928', '797528', '371002', '751359', '195789', '1124234', '223922', '367086', '2427524', '232926', '1277836', '809887', '662722', '350070', '46503', '572658', '1217954', '573170', '347428', '39200', '337874', '547647', '2158728', '378891', '358575', '345034', '240901', '364696', '992293', '352426', '503471', '290361', '247619', '781633', '104670', '581584', '781636', '745068', '387906', '796989', '105407', '258181', '655298', '553157', '809896', '184261', '1027132', '515482', '417698', '552158', '756450', '377966', '656118', '425196', '2401242', '145856', '562057', '419824', '811165', '110967', '993582', '2403450', '227678', '684078', '597425', '145816', '234456'])",set(['104631']),336 U.S. 198,"set(['128 S. Ct. 1572', '462 U.S. 406', '351 U.S. 345', '337 U.S. 755', '337 U.S. 49'])"
669,Hadley v. Massachusetts,set(['']),set(['107509']),388 U.S. 464,set([])
670,Fox v. Oregon,set(['279447']),set(['107511']),388 U.S. 466,set([])
671,Balles v. New Jersey,set(['']),set(['2620921']),388 U.S. 461,set([])
672,Savio v. California,set(['']),set(['2620919']),388 U.S. 460,set([])
673,Ruth Sandoval v. Utah,set(['']),set(['107508']),388 U.S. 463,set([])
674,Stellas v. Esperdy,"set(['284339', '280988', '293762', '279841', '277960', '783754'])",set(['107507']),388 U.S. 462,set([])
675,United States v. Louisiana,"set(['399384', '316362', '118128', '362346', '371390', '110744', '284373', '416536', '762631', '567672', '294547', '405012', '469068'])",set(['107862']),394 U.S. 1,"set(['457 U.S. 273', '521 U.S. 1'])"
676,Jenkins v. Georgia,"set(['109291', '518932', '339893', '109459', '109214', '109663', '409064', '331955', '323071', '777725', '328472', '110794', '2116159', '109108', '109107', '109106', '109104', '109103', '379516', '1793421', '366946', '1194138', '476881', '457650', '109372', '381391', '109970', '109870', '321300', '389205', '429810', '151184', '109401', '111164', '372546', '109084', '110038', '1194355', '1128423', '327198', '415584', '112417', '1833400', '574686', '479002', '326385', '112312', '109398', '347006', '626368', '1099410', '474015', '110507', '110057', '1063835', '770894', '110029', '349232', '383788', '771719', '145810', '331406', '1027384', '109681', '419736', '329349', '333899', '337654', '1588192', '443045', '1619903', '367078', '321241', '118503', '321243', '2287965', '77301', '179616', '109991', '39517', '1145444', '1157296', '803035', '389310', '364790', '112638'])",set(['109085']),418 U.S. 153,"set(['466 U.S. 485', '439 U.S. 1103', '439 U.S. 459', '491 U.S. 657', '535 U.S. 564', '440 U.S. 268', '418 U.S. 924', '431 U.S. 767', '128 S. Ct. 1830', '458 U.S. 747', '441 U.S. 130', '431 U.S. 291', '418 U.S. 87', '495 U.S. 103', '420 U.S. 546', '423 U.S. 1068', '452 U.S. 61', '418 U.S. 917', '418 U.S. 911', '418 U.S. 934', '440 U.S. 450', '418 U.S. 930', '501 U.S. 663', '436 U.S. 412', '422 U.S. 205', '424 U.S. 669', '425 U.S. 982', '424 U.S. 641'])"
677,Mead Corp. v. Tilley,"set(['1189228', '780792', '655232', '118450', '134722', '763508', '206090', '6726', '784456', '666024', '811182', '588852', '118261', '629016', '561254', '608800', '570018', '549755', '556548', '615595', '539831', '6643', '145721', '206187', '547683', '112466', '610800', '679507', '676569', '112668', '782513', '595533', '757307', '534176', '575307', '629137', '531052', '187430', '531868', '739347', '557211', '581471', '564853', '174289', '695258', '112376', '795172', '561817', '218601'])",set(['112272']),490 U.S. 714,"set(['533 U.S. 218', '127 S. Ct. 2310', '502 U.S. 183', '496 U.S. 633', '494 U.S. 83', '525 U.S. 432', '541 U.S. 1'])"
678,Colombo v. New York,"set(['109330', '108515', '112906', '109677'])",set(['108463']),405 U.S. 9,"set(['509 U.S. 688', '405 U.S. 1020', '431 U.S. 651', '423 U.S. 61'])"
679,United States v. Third Nat. Bank in Nashville,"set(['380914', '290209', '109287', '399258', '107870', '109099', '281086', '311697', '107787', '108986', '391779', '392700', '519150', '292753', '109098', '283028', '287984', '109957', '108196', '287876'])",set(['107616']),390 U.S. 171,"set(['394 U.S. 131', '422 U.S. 86', '418 U.S. 656', '399 U.S. 350', '415 U.S. 486', '439 U.S. 234', '393 U.S. 79', '418 U.S. 602'])"
680,"Scott v. Gonzalez, Warden",set(['']),"set(['126250', '126251', '126252', '126253', '126261', '126255', '126256', '126257', '126258', '126259', '126263', '126262', '126254', '126260'])",537 U.S. 1116,set([])
681,"Cargill, Inc. v. Monfort of Colo., Inc.","set(['779662', '796182', '784278', '701276', '696565', '223405', '766782', '195920', '531046', '179967', '780413', '528263', '545144', '184486', '786353', '164453', '540013', '662016', '752900', '784467', '765243', '553320', '583982', '693382', '762481', '167148', '722451', '552264', '75782', '626402', '145288', '514275', '590216', '783570', '807627', '802157', '1921', '593221', '203217', '185459', '775931', '766079', '527558', '178099', '493222', '702573', '605578', '671523', '596414', '579960', '774234', '502344', '177346', '154201', '17234', '591416', '145760', '689919', '755398', '702520', '23949', '768933', '765133', '542037', '2670', '1024016', '163630', '528395', '112809', '34696', '733922', '1043697', '996029', '539780', '583613', '512951', '509385', '562312', '1087945', '610956', '772833', '715790', '57413', '112422', '520337', '38154', '518094', '529388', '661463', '580019', '682480', '511765', '519151', '5228', '112893', '564875', '730893', '730891', '808423', '594398', '547316', '508426', '655331', '585286', '69212', '518910', '520585', '874319', '792448', '1190367', '593306', '768165', '741732', '854449', '62891', '507184', '505526', '717465', '567261', '536084', '512660', '743497', '581420', '779096', '152280', '587236', '780626', '528401', '145906', '112425', '793572', '516466', '173467', '504867', '195406', '809423', '693406', '660262', '1039605', '546089', '747629', '1011399', '550874', '538917', '618715', '788070', '765433'])",set(['111777']),479 U.S. 104,"set(['127 S. Ct. 1069', '495 U.S. 328', '511 U.S. 809', '129 S. Ct. 1109', '495 U.S. 271', '509 U.S. 209', '506 U.S. 447'])"
682,Boyd v. Dutton,"set(['108800', '305198', '112728', '111880', '1136847', '310781', '357371', '435959', '303871', '901224', '1064747', '610922', '334532', '1159238', '1329145', '1179777', '1156070', '442141', '1683573', '902192', '482040', '653654', '1118836', '2158088'])",set(['108462']),405 U.S. 1,"set(['412 U.S. 218', '504 U.S. 1', '481 U.S. 551'])"
683,Norfolk & Western R. Co. v. Nemitz,"set(['301405', '110664', '308254'])",set(['108397']),404 U.S. 37,set(['455 U.S. 562'])
684,Owens v. Okure,"set(['803227', '145756', '146857', '524498', '565269', '49817', '30051', '14699', '728882', '1086974', '529742', '518767', '529295', '521948', '34497', '533866', '608642', '610277', '752446', '708744', '653515', '46969', '222870', '5417', '732340', '556463', '1101118', '685020', '181503', '520594', '535601', '683521', '150940', '655472', '821133', '1107979', '201545', '902764', '674282', '37561', '566213', '176280', '149678', '614601', '73780', '73781', '780867', '572693', '112170', '32716', '20004', '8278', '154069', '36225', '567585', '22926', '679244', '567581', '33538', '52549', '620706', '566896', '723944', '743008', '707632', '72426', '778297', '63939', '518885', '527850', '536548', '112265', '610636', '666885', '198955', '50217', '531734', '692814', '204430', '118292', '520720', '18393', '47831', '773703', '674131', '26151', '656590', '1162670', '723973', '525844', '602352', '31403', '577729', '902292', '534225', '215239', '614469', '50042', '527976', '524687', '158658', '23858', '9990', '7312', '24278', '754561', '519545', '762177', '26152', '582481', '528206', '52098', '194821', '557398', '718600', '184632', '735497', '520437', '1179684', '32220', '583378', '118291', '558662', '814479', '51616', '572698', '529344', '3580', '58009', '802653', '1013409', '729867', '729868', '610695', '550872', '545218', '609847', '24882', '605587', '592109', '75615', '75616', '696596', '790125', '806266', '670689', '599176', '523176', '7100', '15111', '524509', '1432', '1192753', '22267', '5286', '528235', '626091', '660175', '28841', '560456', '142879', '729915', '661811', '519850', '1059032', '17918', '533471', '25326', '560594', '778532', '544659', '1035929', '570858', '76038', '167748', '66828', '699020', '545182', '521859', '534045', '563222', '4970', '571077', '520018', '791638', '674248', '707346', '524293', '35835', '584239', '715664', '732737', '1007532', '596430', '50327', '561848', '751347', '195376', '579078', '784642', '521838', '525071', '9810', '593059', '22568', '56440', '549104', '552836', '592893', '758665', '39555', '692657', '523251', '17759', '26325', '687652', '519277', '156882', '9989', '525836', '28183', '540040', '669660', '222773', '627845', '50010', '612095', '765493', '676161', '548698', '786080', '42081', '536032', '522917', '585528', '788650', '186089', '612529', '783631', '64380', '592598', '198583', '585585', '64645', '1189670', '721319', '526088', '533399', '608588', '700157', '19832', '182687', '902799', '174827', '555824', '526928', '661028', '22296', '171906', '168305', '8078', '670267', '44706', '219215', '66213', '519503', '656795', '553929', '24537', '707404', '627835', '600437', '600431', '735512', '31636', '582339', '61863', '179362', '705072', '545511', '71695', '797067', '201989', '52361', '589661', '63808', '527045', '16590', '759343', '520669', '521573', '694580', '558623', '565095', '148892', '163764', '23760', '573637', '3545', '36674', '599160', '526642', '541416', '156543', '762547', '563319', '672128', '743908', '856096', '21026', '577790', '534062', '688294', '527330', '625300', '585504', '755192', '29107', '1179958'])",set(['112166']),488 U.S. 235,"set(['127 S. Ct. 1091', '544 U.S. 113', '488 U.S. 319', '526 U.S. 687', '490 U.S. 536'])"
